sku_id,product_name,category,inventory_model_type,review_policy,policy_selection_confidence,policy_confidence_reason,policy_urgency,policy_review_required,policy_review_reason,policy_reason,service_level_target,safety_factor_z,service_level_review_required,service_level_re_evaluation_signal,abc_class,xyz_class,fsn_class,vitality_class,seasonality_class,perishability_class,movement_class,supplier_risk_class,inventory_priority_class,classification_score,current_inventory,available_inventory,inventory_position,stockout_signal,stockout_units,zero_inventory_signal,expiry_risk_signal,non_moving_signal,dead_stock_signal,near_expiry_units,expired_units,stockout_penalty_per_unit,overstock_penalty_per_unit,unit_cost_inventory,inventory_value,average_daily_demand,coefficient_of_variation,demand_behavior_class,average_p50_forecast,average_p90_forecast,average_forecast_confidence_score,dominant_forecast_risk_level,recommended_supplier_id,backup_supplier_id,expected_lead_time_days,lead_time_std_days,unit_cost_procurement,moq,batch_size,expected_yield_rate,final_feasible_order_quantity,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,recommended_supplier_feasible,recommended_supplier_requires_review,split_sourcing_recommendation,recommended_primary_share,recommended_backup_share,supplier_option_count,feasible_supplier_option_count,supplier_review_signal,watchlist_supplier_signal,supplier_trend_status,supplier_evidence_status,perishable,expiry_tracking_required,fefo_required,handling_unit,inventory_owner_type,item_planning_type,push_pull_boundary_role,supplier_accepts_returns,return_window_days,return_deduction_rate,return_transport_cost,return_policy_status,safety_stock,reorder_point,eoq,eoq_rounded,recommended_order_quantity,min_stock_level,max_stock_level,reorder_point_s,order_quantity_Q,review_period_R,review_period_reason,order_up_to_level_S,base_stock_level,newsvendor_critical_ratio,procurement_constraint_flag,procurement_constraint_reason,phase4_review_flag,phase1_context_status,phase2_context_status,demand_std_daily,mean_demand_during_lead_time,std_demand_during_lead_time,parameter_calculation_reason,quantity_constraint_flag,quantity_constraint_reason,warning_codes,moq_adjustment_applied,batch_rounding_applied,yield_adjustment_applied,perishability_cap_applied,existing_inventory_cap_applied,stockout_order_boost_applied,supplier_review_before_order,phase4_review_before_final_policy,no_order_recommended_flag,no_order_event_based,no_order_one_to_one
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,0.41,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations. Selected policy is sensitive to low forecast confidence.",Selected ONE_TO_ONE_REPLACEMENT because SKU is component-like or Phase 4-ready and each issue may need replacement logic.,0.9,1.28,True,True,B,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.6,180,166,180,False,0,False,False,False,False,0.0,0.0,30,6,20.0,3600.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,9.0,2.0,21.2,60.0,30.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,5,14,116.59,,0,5,5,14,,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,9.0,3.0104,"One-to-one replacement recommends no order because no stockout, issue, or replacement trigger is active. Average daily demand fallback was used. Demand variability fallback was used.",True,"Existing inventory already exceeds the position-aware days-of-supply cap. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. No order is recommended because no policy trigger is active. No order recommended because current inventory already exceeds the allowed days-of-supply cap. Phase 4 item remains review-flagged, but no replacement order is triggered yet. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,False,False,False,False,True,False,True,True,True,False,True
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,0.41,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations. Selected policy is sensitive to low forecast confidence.",Selected ONE_TO_ONE_REPLACEMENT because SKU is component-like or Phase 4-ready and each issue may need replacement logic.,0.9,1.28,True,True,C,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.525,500,460,500,False,0,False,False,False,False,0.0,0.0,12,2,5.0,2500.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,7.0,2.0,5.3,120.0,60.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,4,11,233.17,,0,4,4,11,,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,7.0,2.8174,"One-to-one replacement recommends no order because no stockout, issue, or replacement trigger is active. Average daily demand fallback was used. Demand variability fallback was used.",True,"Existing inventory already exceeds the position-aware days-of-supply cap. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. No order is recommended because no policy trigger is active. No order recommended because current inventory already exceeds the allowed days-of-supply cap. Phase 4 item remains review-flagged, but no replacement order is triggered yet. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,False,False,False,False,True,False,True,True,True,False,True
SP-LUBE-OIL-001,General Machine Lubricating Oil,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,24,24,24,False,0,False,False,False,False,0.0,0.0,45,3,18.5,444.0,4.0,0.25,UNKNOWN,4.0,4.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,7.0,2.0,19.4,4.0,4.0,0.97,0,0.0527276570048309,LOW,False,True,False,1.0,0.0,0,0,True,False,MIXED,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,24,52,243.75,28,28,24,80,52,28,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,1.0,28.0,8.4261,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,True,True,True,False,False,True,False,False,False,False
SP-BEARING-KIT-001,General Bearing Replacement Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; supplier is on watchlist; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Supplier watchlist signal requires policy review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,5,5,5,False,0,False,False,False,False,0.0,0.0,250,20,95.0,475.0,1.0,0.75,UNKNOWN,1.0,1.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,12.0,2.0,98.5,1.0,1.0,0.975,0,0.0637343036164364,LOW,False,True,False,1.0,0.0,0,0,True,True,WATCHLIST,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,10,22,54.09,7,7,10,29,22,7,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,12.0,3.2787,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,False,True,True,False,False,True,False,False,False,False
SP-FRAME-JIG-PAD-001,Frame Jig Wear Pad Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,6,6,6,False,0,False,False,False,False,0.0,0.0,120,10,42.0,252.0,2.0,0.75,UNKNOWN,2.0,2.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,6.0,2.0,42.0,2.0,2.0,0.98,0,0.0480026570048309,LOW,False,True,False,1.0,0.0,0,0,True,False,MIXED,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,16,28,117.14,14,14,16,42,28,14,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,1.5,12.0,5.4314,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,True,True,True,False,False,True,False,False,False,False
SP-WHEEL-TRUING-SPARE-001,Wheel Truing Stand Spare Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,4,4,4,False,0,False,False,False,False,0.0,0.0,90,8,36.0,144.0,1.0,0.75,UNKNOWN,1.0,1.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,6.0,2.0,36.0,2.0,2.0,0.98,0,0.0485526570048309,LOW,False,True,False,1.0,0.0,0,0,True,False,MIXED,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,8,14,89.47,8,8,8,22,14,8,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,6.0,2.7157,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,False,False,False,False
SP-BRAKE-BENCH-TOOL-001,Brake Bench Tool Spare Set,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,8,8,8,False,0,False,False,False,False,0.0,0.0,70,6,28.0,224.0,1.0,0.75,UNKNOWN,1.0933333333333333,1.0933333333333333,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,7.0,2.0,28.0,2.0,2.0,0.985,0,0.1436073213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,8,15,101.45,8,8,8,23,15,8,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,7.0,2.8174,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,False,False,False,False
SP-FORK-SUSP-SEAL-001,Fork Suspension Seal Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; supplier is on watchlist; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Supplier watchlist signal requires policy review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,3,3,3,False,0,False,False,False,False,0.0,0.0,180,14,64.0,192.0,2.0,0.75,UNKNOWN,2.0,2.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,9.0,2.0,64.0,2.0,2.0,0.98,0,0.0553218036164364,LOW,False,True,False,1.0,0.0,0,0,True,True,WATCHLIST,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,17,35,94.89,14,14,17,49,35,14,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,1.5,18.0,6.0208,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,True,True,True,False,False,True,False,False,False,False
SP-FINAL-ASM-JIG-001,Final Assembly Jig Spare Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,5,5,5,False,0,False,False,False,False,0.0,0.0,150,12,72.0,360.0,1.0,0.75,UNKNOWN,1.0,1.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,8.0,2.0,72.0,2.0,2.0,0.98,0,0.0517026570048309,LOW,False,True,False,1.0,0.0,0,0,True,False,MIXED,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,9,17,63.26,8,8,9,25,17,8,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,8.0,2.9155,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,False,False,False,False
SP-QC-CALIBRATION-KIT-001,QC Calibration Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,2,2,2,False,0,False,False,False,False,0.0,0.0,300,25,130.0,260.0,1.0,0.75,UNKNOWN,1.0,1.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,10.0,2.0,130.0,1.0,1.0,0.99,0,0.0545056213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,9,19,47.08,7,7,9,26,19,7,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,10.0,3.1024,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,False,True,True,False,False,True,False,False,False,False
SP-PACK-BENCH-SPARE-001,Packaging Bench Spare Kit,Maintenance Spare Parts,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.52,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; procurement constraints exist,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,"Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,10,10,10,False,0,False,False,False,False,0.0,0.0,55,5,22.0,220.0,2.0,0.75,UNKNOWN,2.0,2.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,5.0,2.0,22.0,3.0,3.0,0.98,0,0.0463526570048309,LOW,False,True,False,1.0,0.0,0,0,True,False,MIXED,STRONG_HISTORY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,15,25,161.85,15,15,15,40,25,15,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,False,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,1.5,10.0,5.2202,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,False,False,False,False
